training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
100.915855,0.43607175,0.018915419,0.15003972,-94.80516,94.80516,0.6393252,-61.480442,-94.801544,-95.649994,7.463426,-9.799218,147.1153,100.67069,0.42423785,0.018243294,0.14854686,-94.77347,94.77347,0.107504025,-11.374432,-94.79194,-95.665146,0.0999791009426117,5986.199982881546,55000
102.1588,0.4109627,0.019249732,0.14975624,-95.972916,95.972916,0.2234958,-57.018906,-95.96028,-96.93259,7.6647196,-7.0765867,113.08962,101.73218,0.46077394,0.019376483,0.15713346,-95.45846,95.45846,0.84167695,-7.533809,-95.44748,-96.95223,0.10043206973075866,6488.360361337662,60000
102.40413,0.49212098,0.020277563,0.14358649,-95.828735,95.828735,7.4333076,-9.099849,-95.84692,-97.75199,19.28045,-15.756877,277.69504,103.49551,0.45116076,0.01959009,0.1484405,-97.16732,97.16732,0.62129074,-74.35307,-97.15966,-97.7865,0.09998668055534363,6988.293801307678,65000
103.888245,0.45023593,0.01894546,0.14335702,-97.75437,97.75437,0.2519247,-52.765022,-97.75042,-98.793915,14.880525,-7.56728,123.61186,103.42155,0.46901128,0.019850027,0.1523303,-96.99753,96.99753,0.31294414,-7.3091846,-96.999016,-98.77869,0.09938535871505737,7485.220634937286,70000
105.36335,0.42622125,0.020652946,0.14781868,-98.74124,98.74124,0.2072724,-43.53986,-98.74739,-99.4444,10.850462,-13.124836,137.2097,103.82428,0.41058868,0.01827201,0.14496174,-97.93209,97.93209,5.144532,-13.898778,-97.94671,-99.363045,0.09941297578811646,7982.285552740097,75000
104.73159,0.4271859,0.019012945,0.14074276,-98.60052,98.60052,0.3108625,-9.230426,-98.602974,-99.901146,7.797497,-7.9169574,118.17706,105.20486,0.43502674,0.019061774,0.14623368,-99.0513,99.0513,0.19359463,-33.370037,-99.07056,-99.97447,0.09928894095420837,8478.730295181274,80000
105.64301,0.43343675,0.018765967,0.13974562,-99.57979,99.57979,0.14885968,-63.686665,-99.57083,-100.26707,8.142322,-12.466817,106.49294,104.71288,0.41946703,0.018626923,0.14334683,-98.70534,98.70534,15.338368,-6.786774,-98.724525,-100.298775,0.09941703686714172,8975.815512418747,85000
105.22342,0.3745263,0.017770762,0.13319732,-99.51766,99.51766,0.18632238,-12.977469,-99.505325,-100.65425,6.5287476,-11.542458,108.14721,104.04399,0.43586835,0.016873024,0.13461003,-98.54622,98.54622,0.37513515,-5.3908944,-98.570724,-100.62826,0.09912562828063964,9471.443686246872,90000
106.26968,0.45224535,0.019869195,0.14598206,-99.856674,99.856674,1.8827751,-27.176159,-99.828094,-100.81787,38.803673,-20.326225,368.43625,105.40438,0.44074795,0.018704066,0.14223216,-99.35242,99.35242,8.364905,-4.819213,-99.33809,-100.85329,0.09977727642059327,9970.330112457275,95000
105.349976,0.41862234,0.018542733,0.14443225,-99.36853,99.36853,1.0936189,-10.840694,-99.38063,-100.96567,9.925003,-12.08249,162.41403,105.50711,0.41890952,0.019022847,0.14727896,-99.38135,99.38135,4.4438353,-33.987877,-99.4163,-100.96389,0.08214695172309876,10381.064901590347,100000
106.16317,0.46368918,0.018872436,0.13885912,-100.03775,100.03775,1.5925155,-45.714367,-100.058205,-101.08184,11.113501,-13.958638,179.5391,105.85857,0.40400276,0.019067662,0.14028028,-99.73427,99.73427,0.38640577,-31.702845,-99.72932,-101.06879,0.1926217149734497,11344.173517942429,105000
105.74516,0.4110475,0.017509174,0.13789746,-100.08136,100.08136,1.8568294,-6.0881033,-100.06465,-101.22743,8.684366,-13.340144,152.33443,104.98916,0.3966391,0.018028073,0.14285217,-99.1841,99.1841,1.6131072,-9.147727,-99.204475,-101.203575,0.10295751094818115,11858.961105585098,110000
105.45984,0.42397928,0.017123979,0.13786323,-99.89867,99.89867,0.56201994,-7.087198,-99.88287,-101.34046,6.029766,-9.906178,110.75228,105.51812,0.42158863,0.017862312,0.1322956,-99.73784,99.73784,1.3880394,-5.7990217,-99.73669,-101.37135,0.10397764840126038,12378.849381685257,115000
106.06944,0.40264863,0.019567018,0.1339849,-99.79669,99.79669,1.1699389,-7.0318418,-99.7531,-101.29181,18.311863,-12.4909935,172.56773,105.53043,0.43321255,0.019521922,0.15056701,-99.24065,99.24065,1.8288698,-15.052225,-99.325874,-101.29134,0.1056307119846344,12907.002973794937,120000
105.06574,0.4420633,0.017117368,0.13779904,-99.48847,99.48847,1.3515667,-7.32895,-99.50406,-101.44157,9.82379,-15.783112,175.44254,105.49907,0.43093687,0.018636174,0.13747804,-99.47728,99.47728,23.127916,-21.972664,-99.48433,-101.44173,0.10563105640411377,13435.158299207687,125000
106.30448,0.44381288,0.018922476,0.13413586,-100.18393,100.18393,0.5096769,-7.6072855,-100.18297,-101.33149,7.950206,-9.229951,129.37686,106.60106,0.40228382,0.01890813,0.14116707,-100.52634,100.52634,0.9206201,-37.939,-100.489174,-101.34207,0.10595662088394164,13964.941459178925,130000
106.140625,0.40304044,0.017491482,0.14011124,-100.49014,100.49014,0.12313355,-60.4544,-100.50163,-101.31156,5.170418,-7.5628266,97.150734,104.790535,0.45431727,0.017480789,0.1347001,-99.09198,99.09198,0.77966154,-4.8184795,-99.13591,-101.31994,0.10486551690101624,14489.269079685211,135000
105.604935,0.39631236,0.017178813,0.12873608,-100.05498,100.05498,0.3475359,-28.831789,-100.06775,-101.25475,9.60249,-9.004715,123.74713,105.483,0.4169544,0.017244475,0.13591093,-99.89271,99.89271,0.12787992,-7.6678643,-99.866234,-101.240364,0.10475416588783264,15013.039940357208,140000
106.49105,0.40397727,0.018140135,0.13197711,-100.645035,100.645035,0.34128076,-72.17801,-100.64441,-101.29466,8.588361,-10.702219,139.55273,105.30622,0.42132223,0.017217262,0.1372906,-99.71972,99.71972,0.4488642,-19.801031,-99.72973,-101.31825,0.10511229858398438,15538.6014752388,145000
105.45973,0.43400267,0.017566655,0.13423452,-99.75573,99.75573,0.35828498,-6.1321354,-99.76751,-101.44353,6.373777,-8.153768,118.53549,105.47442,0.4475768,0.017774735,0.1354762,-99.69442,99.69442,3.0212004,-15.1080885,-99.719696,-101.44133,0.10624730896949768,16069.83804988861,150000
106.55049,0.39320588,0.020162541,0.13942856,-100.10852,100.10852,0.69987243,-7.1695433,-100.09403,-101.20494,11.050379,-7.2984805,140.3538,106.277954,0.41199023,0.0199435,0.13871525,-99.88291,99.88291,0.8824352,-8.129116,-99.91817,-101.22005,0.10399200415611268,16589.79812026024,155000
105.19502,0.42610502,0.016895173,0.13965304,-99.70036,99.70036,1.1617943,-13.871204,-99.67104,-101.234764,8.672531,-7.7200227,127.39696,105.73197,0.3811819,0.019041698,0.13202165,-99.63828,99.63828,1.3100686,-27.98168,-99.64272,-101.24256,0.10420142221450805,17110.805279254913,160000
104.96862,0.44754234,0.016919378,0.13554242,-99.44527,99.44527,1.5733093,-8.082638,-99.37258,-101.29686,12.312815,-6.6316752,170.73886,105.57523,0.4418516,0.017905353,0.13173942,-99.76178,99.76178,0.52597916,-8.70306,-99.76119,-101.332405,0.10494420371055603,17635.52633190155,165000
106.18648,0.43105704,0.017830312,0.13777564,-100.40633,100.40633,1.141757,-18.640009,-100.3676,-101.200386,10.53768,-12.423082,191.35255,105.68602,0.45385265,0.018942948,0.13797231,-99.549286,99.549286,0.8680628,-5.343708,-99.49809,-101.19422,0.10587997884750366,18164.926270008087,170000
105.11726,0.39418837,0.017754218,0.12771018,-99.39681,99.39681,2.5637178,-26.00079,-99.378006,-101.23125,12.426286,-12.939014,202.63652,105.5935,0.43303496,0.017401248,0.12859738,-99.94009,99.94009,0.5160919,-7.674547,-99.94508,-101.23564,0.10486207976341247,18689.236698627472,175000
105.41487,0.37193936,0.016381193,0.12482458,-100.12858,100.12858,0.2166366,-0.927498,-100.12907,-101.239624,12.499326,-6.8134575,136.31915,106.08519,0.3955963,0.018169567,0.13640913,-100.23872,100.23872,0.68408483,-4.1243305,-100.250496,-101.24883,0.1052476704120636,19215.47509932518,180000
105.86006,0.39095202,0.018137736,0.12976655,-100.02779,100.02779,0.09362014,-2.6607456,-100.013596,-101.12252,9.544742,-8.801535,119.744576,106.00031,0.42762002,0.019247461,0.14031662,-99.798454,99.798454,0.26259652,-40.575493,-99.7983,-101.160934,0.10464989295005798,19738.72459578514,185000
104.98245,0.4020049,0.01706759,0.12780099,-99.460175,99.460175,0.55302286,-15.932754,-99.47536,-101.18785,14.534479,-8.84725,136.97353,105.58675,0.39857367,0.017341165,0.1260833,-99.985825,99.985825,0.1636269,-45.375237,-99.97529,-101.17366,0.1030573143005371,20254.01120042801,190000
106.24202,0.3933789,0.017256983,0.13052802,-100.67155,100.67155,0.05322815,-74.61196,-100.67221,-101.16472,12.518692,-11.094658,108.762566,103.93632,0.40648198,0.016899036,0.12767036,-98.46013,98.46013,13.323969,-7.3513956,-98.444084,-101.17845,0.09539472227096557,20730.984848737717,195000
105.13354,0.42099,0.01810569,0.12555006,-99.28084,99.28084,0.16456114,-12.143295,-99.2955,-101.15132,11.945086,-10.704316,117.10058,106.048935,0.40316856,0.018764464,0.13460062,-100.016426,100.016426,6.657428,-12.73695,-100.07415,-101.1235,0.08093707604408264,21135.670262813568,200000
104.69152,0.40547717,0.016236322,0.13150093,-99.415146,99.415146,1.6305252,-5.5648155,-99.39997,-101.206085,12.136421,-7.84573,130.85876,104.487305,0.3978139,0.016818944,0.12686343,-99.04381,99.04381,0.96638346,0.19261563,-99.01929,-101.17292,0.22637099061012267,22267.525243997574,205000
104.800514,0.40085477,0.015699152,0.12994139,-99.68991,99.68991,0.32761627,-56.40431,-99.693375,-101.14376,10.601568,-10.200245,112.44653,105.64627,0.44789442,0.019045407,0.1434294,-99.48476,99.48476,0.34391996,-12.236225,-99.486084,-101.18662,0.10324193930625916,22783.73497414589,210000
106.61482,0.45029,0.019149879,0.13105138,-100.41957,100.41957,0.04008081,-55.74618,-100.42305,-101.135994,7.792134,-14.006941,113.04411,106.04311,0.42261502,0.018264132,0.13403659,-100.14126,100.14126,0.09140554,-40.08536,-100.13349,-101.14673,0.10332147450447082,23300.342381477356,215000
106.00173,0.4323576,0.017539464,0.13278887,-100.30753,100.30753,0.19714677,-36.70581,-100.30463,-101.16934,8.845868,-10.246533,108.64872,105.41362,0.41261116,0.01860052,0.13062412,-99.42085,99.42085,1.0004879,-20.512926,-99.43227,-101.136024,0.10313505592346191,23816.017697811127,220000
105.529625,0.43089914,0.018880771,0.13543397,-99.434494,99.434494,0.22855441,-3.4437492,-99.42927,-101.08236,11.2794075,-15.666798,137.94322,105.66208,0.41748503,0.019485371,0.13187996,-99.39898,99.39898,0.21992819,-5.70412,-99.40269,-101.09405,0.10387972016334533,24335.416340589523,225000
105.31884,0.39072728,0.016020808,0.12531896,-100.12187,100.12187,0.36482894,-24.079105,-100.11792,-101.138115,9.957221,-7.078501,117.66142,105.30276,0.44647646,0.017193971,0.12416093,-99.69809,99.69809,0.65167946,-15.623498,-99.694466,-101.12087,0.10454092011451721,24858.120981693268,230000
106.113655,0.37599513,0.017876796,0.12512563,-100.37462,100.37462,0.34583947,-68.76577,-100.372505,-101.16123,7.18631,-6.65652,109.05736,106.0355,0.41776732,0.017733268,0.12877463,-100.29775,100.29775,0.27581587,-53.236195,-100.28258,-101.17811,0.10515767774581909,25383.909425258636,235000
105.390564,0.4066663,0.016062604,0.12060933,-100.165115,100.165115,0.6546458,-30.827236,-100.180466,-101.083374,7.448041,-4.865026,109.79505,105.218956,0.46605688,0.016589914,0.13176778,-99.775925,99.775925,0.9912223,-7.531501,-99.77863,-101.076485,0.10337748737335205,25900.7969019413,240000
105.63518,0.40803742,0.018182825,0.12773703,-99.77229,99.77229,0.1258694,-4.04206,-99.76454,-100.97877,8.4300585,-12.965126,118.51107,105.43241,0.39064994,0.018354898,0.13423023,-99.53529,99.53529,27.509825,-32.783512,-99.55369,-100.950264,0.10443619203567504,26422.977903842926,245000
105.329956,0.3979162,0.015995892,0.12087978,-100.13327,100.13327,1.5198871,-46.39085,-100.13344,-101.04568,5.799755,-8.47876,139.25095,105.33567,0.41895276,0.016639087,0.13209568,-99.92499,99.92499,0.33768025,-21.699856,-99.93189,-101.07877,0.10307590351104737,26938.357474803925,250000
105.79411,0.44221774,0.018133657,0.13091697,-99.9118,99.9118,0.06376837,-3.9526107,-99.91118,-101.06775,16.009737,-7.356292,111.05847,105.94968,0.41756904,0.017583776,0.1370513,-100.25697,100.25697,0.5721044,-52.137886,-100.231674,-101.07545,0.10255134963989258,27451.114262104034,255000
105.27532,0.42483848,0.01786873,0.1299748,-99.48987,99.48987,1.486425,-37.337357,-99.47942,-101.062965,8.06196,-13.721726,160.4839,104.8274,0.4179737,0.018023472,0.12693566,-99.00239,99.00239,1.3235732,-5.67212,-98.97839,-101.05222,0.1020304328918457,27961.266459703445,260000
