training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
105.8364,0.42617118,0.018947797,0.13967207,-99.72589,99.72589,0.08940128,-9.173591,-99.73253,-101.22617,6.916332,-8.037534,106.84977,105.76317,0.45235163,0.018051181,0.14905728,-99.89546,99.89546,0.2322589,-5.363295,-99.91417,-101.20477,0.09828113780021668,9581.640497684479,95000
105.37395,0.42655143,0.01709571,0.13295744,-99.81868,99.81868,1.3078829,-5.1753125,-99.81801,-101.30616,8.386005,-8.836689,160.73947,105.86867,0.40100917,0.017883115,0.14660573,-100.10272,100.10272,0.34694526,-10.2004385,-100.1216,-101.28535,0.09832725811004639,10073.276843547821,100000
105.56397,0.3987497,0.017938208,0.14426652,-99.78376,99.78376,12.109637,-5.0231223,-99.79703,-101.43487,33.734848,-36.086926,365.38535,105.655464,0.40077206,0.01860383,0.13891493,-99.673546,99.673546,20.914682,-17.6754,-99.68696,-101.3574,0.16087571873664855,10877.655465841293,105000
106.46791,0.45082748,0.017941453,0.13955206,-100.63464,100.63464,0.1400675,-35.729683,-100.63274,-101.3569,16.342846,-16.016287,131.99461,106.866165,0.44073597,0.02139812,0.15248662,-100.006,100.006,0.94266295,-17.72174,-100.01344,-101.37834,0.06151651439666748,11185.238074064255,110000
105.16964,0.40470105,0.017327383,0.13924365,-99.56673,99.56673,0.60772717,-12.776111,-99.55348,-101.44153,10.501616,-8.62623,147.08821,105.86245,0.46943194,0.017165773,0.14608721,-100.243286,100.243286,0.2504298,-6.2972436,-100.23294,-101.47019,0.09849537110328674,11677.714965343475,115000
105.27075,0.4072706,0.016307382,0.13744257,-99.97127,99.97127,1.3471287,-4.6118803,-99.96403,-101.5433,8.984685,-7.783961,121.13258,105.11916,0.41032064,0.017676286,0.1381487,-99.40596,99.40596,1.5548202,-6.213327,-99.41226,-101.47589,0.09974196372032165,12176.424837112427,120000
106.66332,0.48339963,0.01894574,0.13583912,-100.4962,100.4962,0.081410095,-45.353355,-100.49169,-101.35559,24.77196,-13.556108,139.34435,106.436356,0.43420744,0.018278494,0.1326007,-100.5186,100.5186,14.763428,-55.094933,-100.48024,-101.34564,0.10195762910842895,12686.213027715683,125000
106.52418,0.41700837,0.018552616,0.14014548,-100.54138,100.54138,0.06137283,-23.986101,-100.53709,-101.53314,13.806057,-21.56085,128.0076,105.51962,0.40954328,0.017957631,0.13644984,-99.72279,99.72279,1.6942849,-16.28082,-99.736015,-101.48921,0.10223278427124023,13197.376996040344,130000
104.9658,0.3955977,0.016859151,0.13075393,-99.51245,99.51245,0.5369547,-1.4640774,-99.515854,-101.39407,11.484613,-18.833748,135.32687,106.7851,0.42827663,0.019218134,0.1419208,-100.591385,100.591385,2.34601,-15.929304,-100.57941,-101.38614,0.10192586073875427,13707.006349563599,135000
106.30657,0.483332,0.01835653,0.13827689,-100.316284,100.316284,0.30179182,-13.862764,-100.34403,-101.351074,8.306504,-20.4766,137.19371,106.14178,0.41385832,0.018859325,0.13872029,-100.07012,100.07012,0.21063395,-10.5550995,-100.07127,-101.3639,0.10225544800758361,14218.283627271652,140000
105.09463,0.421901,0.016044663,0.1329077,-99.85933,99.85933,2.3329263,-12.743043,-99.892235,-101.25665,26.29213,-30.046661,287.33032,106.5991,0.45794392,0.018711144,0.14671983,-100.52781,100.52781,0.08357378,-66.08215,-100.534744,-101.306984,0.10117956161499024,14724.181470394135,145000
105.72691,0.39239326,0.0181004,0.13276985,-99.9044,99.9044,0.50411206,-9.147188,-99.90737,-101.32414,18.134132,-12.001995,149.15556,106.09891,0.42976055,0.0185854,0.13773714,-100.09353,100.09353,4.23813,-17.3774,-100.10779,-101.32663,0.1019223669052124,15233.793353319168,150000
106.157036,0.40537748,0.01789081,0.13994776,-100.384415,100.384415,0.34159535,-16.60887,-100.40993,-101.346176,20.105831,-15.101135,133.74323,106.384674,0.39846304,0.019033685,0.1423528,-100.27611,100.27611,0.26109713,-40.64524,-100.27243,-101.33558,0.10198103880882263,15743.698603391647,155000
105.300705,0.40193385,0.016887777,0.13309963,-99.832436,99.832436,2.6343517,-14.995297,-99.81552,-101.32236,6.334535,-9.350376,174.72377,105.54473,0.42260402,0.01733132,0.13036571,-99.92273,99.92273,0.2170564,-3.5161295,-99.91418,-101.32052,0.10191986994743348,16253.297994375229,160000
105.01456,0.39804292,0.01622673,0.12838122,-99.7485,99.7485,0.21451345,-40.3726,-99.73685,-101.18738,8.201662,-10.746408,106.72657,105.61796,0.39466152,0.016999405,0.13725631,-100.123474,100.123474,0.27003184,-33.438957,-100.082016,-101.27425,0.10072479028701782,16756.921986103058,165000
106.58666,0.43013346,0.017881678,0.13199912,-100.79202,100.79202,0.06762952,-68.15325,-100.79788,-101.266365,12.814743,-6.560594,98.067566,104.84232,0.3743761,0.016885791,0.13185994,-99.40221,99.40221,1.0082043,-12.983575,-99.41223,-101.29128,0.10108293266296386,17262.336708784103,170000
105.44096,0.41471723,0.016635498,0.13270071,-100.0356,100.0356,0.13350192,-22.873077,-100.03537,-101.236084,14.649963,-7.28535,109.68132,104.55342,0.41321537,0.017380606,0.13646486,-98.926025,98.926025,1.669188,-11.683512,-98.97408,-101.2527,0.1025897711277008,17775.285616874695,175000
105.35021,0.39454898,0.017469466,0.12786205,-99.71482,99.71482,0.36712605,-24.674797,-99.71654,-101.18363,11.124689,-9.274129,116.70708,105.83437,0.39538348,0.01890307,0.12963493,-99.76807,99.76807,0.5146492,-41.88765,-99.74144,-101.16874,0.10240074696540832,18287.289397478104,180000
105.55725,0.42141324,0.017948724,0.13414994,-99.75122,99.75122,0.4520386,-5.1394277,-99.73977,-101.18327,24.443712,-10.2488785,130.03714,106.19821,0.36613843,0.018149093,0.13589886,-100.387344,100.387344,0.25136387,-64.0314,-100.37544,-101.14892,0.10349707527160644,18804.77483344078,185000
105.60829,0.42312524,0.018367145,0.14079766,-99.675026,99.675026,0.33074644,-5.1718855,-99.67843,-101.31658,16.723705,-10.825876,140.53796,105.31576,0.36829576,0.01777991,0.13718273,-99.61349,99.61349,1.0545417,-5.035467,-99.60801,-101.30586,0.10159032530784606,19312.726511478424,190000
105.85087,0.4464777,0.017029446,0.1404548,-100.295555,100.295555,0.15072249,-68.86774,-100.29159,-101.20514,9.215939,-18.62706,109.58796,104.61701,0.45077366,0.016763013,0.13609599,-99.13734,99.13734,4.9157815,-17.838833,-99.13275,-101.191376,0.10128839411735535,19819.16853094101,195000
104.908325,0.38287753,0.016295921,0.126095,-99.63667,99.63667,0.37858412,-5.051174,-99.63219,-101.0588,11.635388,-12.917163,130.55168,105.511665,0.41911322,0.015338361,0.12785938,-100.49104,100.49104,0.291759,-67.942024,-100.492,-101.03662,0.10052249398231507,20321.781039476395,200000
105.75078,0.4250379,0.017473578,0.13477592,-100.083664,100.083664,0.70701003,-36.392536,-100.09803,-101.08923,12.6216955,-8.037913,124.343765,105.32272,0.4222235,0.01730871,0.1316624,-99.707886,99.707886,1.3439934,-16.615858,-99.71155,-101.08396,0.22824142088890076,21462.98819041252,205000
105.88408,0.39709747,0.017689053,0.14397775,-100.18027,100.18027,0.059053198,-48.40087,-100.192665,-101.13731,11.764883,-7.1096563,110.85814,105.774666,0.41749865,0.018118696,0.1391903,-99.92156,99.92156,0.07161847,-4.528062,-99.920425,-101.1427,0.04672243208885193,21696.600385189056,210000
105.585144,0.40315965,0.017317826,0.12158957,-99.98663,99.98663,1.0267212,-3.5911918,-100.00349,-101.151085,20.912285,-14.431528,159.66946,105.40752,0.3819392,0.017624041,0.12936613,-99.738365,99.738365,0.8712185,-1.774193,-99.749916,-101.173325,0.06830037546157837,22038.102296590805,215000
105.55768,0.44174802,0.017448083,0.13076447,-99.88151,99.88151,0.11331028,-10.444397,-99.87321,-101.071556,12.23925,-18.439505,128.32635,105.433586,0.41210207,0.017249404,0.133693,-99.846664,99.846664,0.5091392,-8.01072,-99.84749,-101.10154,0.09688881402015687,22522.546400547028,220000
105.85954,0.45640483,0.018270666,0.13679717,-99.921936,99.921936,0.37297913,-19.382835,-99.91392,-101.22393,20.329935,-8.449258,142.3447,105.95638,0.43533,0.017644381,0.13632745,-100.22774,100.22774,0.19282773,-17.712399,-100.22435,-101.16706,0.10076889576911927,23026.39093184471,225000
105.23834,0.40631902,0.01658418,0.13491647,-99.856766,99.856766,8.555213,-24.536037,-99.937454,-101.15065,88.4188,-91.96746,767.22205,106.139046,0.41829818,0.016609482,0.12942566,-100.7379,100.7379,0.04431223,-76.303406,-100.73261,-101.188385,0.10189896597862244,23535.88580608368,230000
105.4595,0.41280857,0.016622627,0.13145383,-100.059906,100.059906,0.39038405,-56.93465,-100.06142,-101.15163,10.855318,-6.7345586,113.585495,106.13401,0.3794402,0.018271515,0.13450393,-100.27312,100.27312,0.82686174,-38.94521,-100.25909,-101.184944,0.10185563921928406,24045.164038181305,235000
105.60573,0.41986185,0.017916607,0.12412682,-99.81088,99.81088,0.09426415,-16.815668,-99.80141,-101.10133,11.907291,-7.6935844,110.32729,105.61965,0.40037674,0.016727595,0.12645926,-100.201,100.201,0.885414,-22.235579,-100.19686,-101.13412,0.1027027536392212,24558.677838087082,240000
106.41597,0.38931194,0.01864736,0.12601253,-100.43245,100.43245,0.20814067,-34.57228,-100.41648,-101.19682,37.845993,-16.00726,157.16705,105.49236,0.4106731,0.018740118,0.1281565,-99.459656,99.459656,2.358528,-4.560906,-99.47224,-101.191986,0.10449946479797363,25081.1752038002,245000
105.487076,0.34977472,0.015912445,0.12196425,-100.36357,100.36357,0.1996955,-38.741215,-100.37538,-101.124954,20.92608,-23.415392,133.52834,104.05926,0.432483,0.016625183,0.13336058,-98.63922,98.63922,1.5680538,-9.775904,-98.66658,-101.114265,0.10256981439590454,25594.02432847023,250000
105.475006,0.37780955,0.016117914,0.11872298,-100.261826,100.261826,0.32889134,-73.3445,-100.26634,-101.14951,20.735216,-7.779261,128.6784,105.327446,0.4317132,0.016939532,0.13096727,-99.81387,99.81387,2.3084304,-3.3387873,-99.75459,-101.1572,0.10364016408920287,26112.225182771683,255000
105.4189,0.40681535,0.016458217,0.12945735,-100.07462,100.07462,0.38334796,-52.456924,-100.068985,-101.07274,10.910022,-13.91717,126.40181,105.435394,0.40705392,0.015871994,0.12454138,-100.26674,100.26674,0.54297894,-49.103115,-100.280846,-101.087944,0.1028302813053131,26626.37661910057,260000
105.58349,0.4403207,0.015878852,0.12555696,-100.37951,100.37951,0.20438097,-8.040996,-100.36868,-101.1714,8.912889,-8.990287,110.64418,105.07693,0.42213222,0.017235802,0.13156916,-99.484055,99.484055,1.1361415,-22.217522,-99.5087,-101.160675,0.1015134334564209,27133.94384431839,265000
105.786385,0.41021785,0.017457677,0.1325135,-100.13886,100.13886,0.042832483,-54.236404,-100.14499,-101.07198,9.919292,-7.846929,104.71605,105.27921,0.41694152,0.017024465,0.132563,-99.75493,99.75493,3.1379006,-15.104357,-99.75033,-101.03597,0.10204879770278931,27644.187880277634,270000
105.30286,0.404506,0.018472789,0.13082883,-99.356514,99.356514,0.575878,-9.023697,-99.37375,-101.100266,11.807279,-10.941005,130.35771,105.67377,0.4166947,0.01858911,0.14001867,-99.680336,99.680336,4.545711,-19.230213,-99.661766,-101.1177,0.10049051041603088,28146.640466690063,275000
