training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
110.06709,0.4072706,0.016258122,0.13753489,-99.904945,99.904945,0.9586318,-5.205688,-99.89888,-101.42979,17.649294,-15.875897,210.78496,110.3799,0.41032064,0.01773309,0.13842542,-99.32973,99.32973,2.2126942,-4.7282486,-99.347084,-101.371666,0.12014542427062988,12575.781848669052,120000
112.45216,0.48339963,0.018977256,0.13580738,-100.58241,100.58241,0.064587794,-43.921,-100.57596,-101.424706,49.659824,-27.310923,265.97424,112.07972,0.43420744,0.018336594,0.13254006,-100.643555,100.643555,19.439665,-55.24087,-100.61124,-101.42078,0.12062697176933289,13178.91674375534,125000
112.11882,0.41700837,0.018587165,0.14009975,-100.549515,100.549515,0.054795086,-22.348148,-100.5435,-101.464874,27.3679,-41.644405,242.18393,110.95621,0.40954328,0.018015014,0.13655975,-99.737656,99.737656,1.2897589,-17.11708,-99.755936,-101.414925,0.11773377528190612,13767.585661888123,130000
110.22501,0.3955977,0.01682866,0.13090527,-99.73222,99.73222,1.2280232,-1.6992185,-99.73393,-101.53551,21.70162,-36.701523,276.9143,112.60845,0.42827663,0.019133436,0.14175901,-100.70011,100.70011,0.5416018,-8.134916,-100.69148,-101.54183,0.11717475843429566,14353.459491968155,135000
111.87084,0.483332,0.01826696,0.13832244,-100.42734,100.42734,0.57893324,-11.517506,-100.4591,-101.451515,16.684546,-39.556004,264.69897,112.05968,0.41385832,0.019036083,0.13901052,-100.22417,100.22417,0.50601065,-7.7168474,-100.22059,-101.452835,0.11627361154556275,14934.827590942383,140000
110.23991,0.421901,0.01624839,0.13301758,-100.06897,100.06897,1.0542912,-13.012012,-100.0851,-101.437,17.386612,-49.040115,272.73544,112.4185,0.45794392,0.018699782,0.14635092,-100.74069,100.74069,0.041095328,-68.511734,-100.74829,-101.4545,0.11758163461685181,15522.73582315445,145000
111.35374,0.39239326,0.018133078,0.13263911,-100.0815,100.0815,0.25867024,-8.785107,-100.08808,-101.45531,36.926105,-25.151972,263.6555,111.87496,0.42976055,0.018617734,0.1376617,-100.27456,100.27456,3.9320092,-19.855272,-100.29709,-101.44774,0.11900209488868714,16117.746342658997,150000
111.65589,0.40537748,0.017942699,0.13963324,-100.48489,100.48489,0.3234796,-18.968327,-100.51015,-101.404,39.775623,-31.150026,253.43835,112.22418,0.39846304,0.019108264,0.14209922,-100.36076,100.36076,0.34282914,-38.680832,-100.366,-101.36843,0.1171041979789734,16703.267367362976,155000
110.584564,0.40193385,0.016809773,0.13299088,-100.09676,100.09676,1.8181918,-14.758482,-100.07832,-101.43051,13.20141,-14.261748,265.75385,110.858734,0.42260402,0.017300272,0.13040058,-100.05597,100.05597,0.2866848,-4.774997,-100.05119,-101.43566,0.1167389609336853,17286.962220430374,160000
110.069954,0.39804292,0.016235163,0.12824124,-99.93082,99.93082,0.16380444,-40.847343,-99.92402,-101.27681,16.110065,-22.597572,196.53635,110.85806,0.39466152,0.016975496,0.13717869,-100.27811,100.27811,0.24288772,-34.920784,-100.24253,-101.37081,0.11763883428573609,17875.15642786026,165000
